sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
TK3402-N3140-SAMPLE,1,2,,,,"6/6/16, 11:50 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
FETK3403-N425HS,40,2,Millennium Walnut Oiled Mixed Hardwood Flooring | Walnut Wood Floors | TEKA Hardwood Flooring,,Shop Millennium Walnut Oiled hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"6/15/16, 3:50 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=16.74,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1010 psi,length=Random to 6',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=16.74,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK3403-N425HS-SAMPLE,stain=Natural,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=4-1/4"",wood=Walnut"
FETK3402-N314OHS,45,2,Millennium Hickory Oiled Strip Flooring | Hickory Wood Floors,,Shop Millennium Hickory oiled smooth hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"7/20/16, 4:15 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=14.28,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1820 psi,length=Random to 78"",manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=14.28,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Pecan,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK3402-N314OHS-SAMPLE,stain=Natural,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=5 mm,width=3-1/4"",wood=Hickory"
FETK3402-N314OHS-SAMPLE,1,2,,,,"7/20/16, 4:20 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
FETK3403-N314OHS,40,2,"Millennium Walnut Oiled Natural Hand Scraped Strip Hardwood Flooring | Walnut Wood Floors, Oiled Walnut Flooring",,"Shop Millennium Walnut Oiled Natural Hand Scraped Strip hardwood walnut flooring from Unique Wood Floors. Easy Online Ordering!
","12/10/16, 11:35 AM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,creareseo_discontinued_product=FETK3403-N425HS,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.86,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1010 psi,length=Random to 6',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.86,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK3403-N314OHS-SAMPLE,stain=Natural,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=3-1/4"",wood=Walnut"
TKAT20011011V,40,2,Vintage Costa Vesser Core Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"10/12/16, 4:28 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,sample_allowed=Yes,sample_sku=TKAT20011011V-SAMPLE,stain=Carbonized,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20011011V-SAMPLE,1,1,,,,"10/12/16, 4:36 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
TKAT20130075V,40,2,Vintage Noir Vesser Core Flooring | Dark Fumed Oak Floors,,"Buy Vintage Noir Vesser Core Flooring, a dark french oak, from Unique Wood Floors today. Easy online ordering!","12/10/16, 3:38 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 6',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,sample_allowed=Yes,sample_sku=TKAT20130075V-SAMPLE,stain=Carbonized,structure=Engineered Ply,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20130075V-SAMPLE,1,1,,,,"10/12/16, 4:42 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
FSEP3402-HS5-C,75,2,Acacia Natural Hand Scraped Hardwood Flooring Closeout | Acacia Confusa Wood Floors | Elegance Plyquet Flooring,,"Shop Acacia Natural Hand Scraped hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","10/12/16, 4:43 PM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3402-HS5-C-SAMPLE,stain=Natural,structure=Solid,texture=Scraped,thickness=11/16"",waste_percent=10,width=5"",wood=Acacia Confusa"
FSEP3402-HS5-C-SAMPLE,1,2,,,,"12/10/16, 3:46 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
FSEP3402-HSA5-C,70,2,Acacia Golden Sagebrush Hand Scraped Hardwood Flooring,,"Shop Acacia Golden Sagebrush Hand Scraped hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","10/12/16, 4:47 PM","7/9/20, 4:15 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Product SKU,creareseo_discontinued_product=FSEP3402-HSA5,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSEP3402-HSA5-C-SAMPLE,sample_title_type=0,stain=Golden Sagebrush,structure=Solid,texture=Scraped,thickness=11/16"",waste_percent=10,width=5"",wood=Acacia Confusa"
FSEP3402-HSA5-C-SAMPLE,1,2,,,,"12/10/16, 3:49 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
TK1213M90-C35,40,1,Centurion Collection Maple Chambord Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"12/15/16, 3:00 PM","3/25/21, 3:29 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.92,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450,length=Random to 6',manufacturer=Centurion,mico_carton_min=1,mico_carton_unit=20.92,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TK1213M90-C35-SAMPLE,sample_title_type=0,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3mm,width=3-1/2"",wood=Maple"
TK1213M90-C35-SAMPLE,1,1,,,,"12/15/16, 4:29 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
55822,50,2,Strandwoven Bamboo Chai | Prefinished Bamboo Floors | Elegance Plyquet,,,"11/2/17, 11:08 AM","7/9/20, 4:11 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=25.3,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=3000 psi,length=72 7/8"",mico_carton_min=1,mico_carton_unit=25.3,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=55822-SAMPLE,stain=Carbonized,structure=Engineered,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=3.6mm,width=5"",wood=Bamboo"
55823,50,2,Strandwoven Bamboo Chai | Prefinished Bamboo Floors | Elegance Plyquet,,,"2/11/17, 10:44 AM","7/9/20, 4:11 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=25.3,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=3000 psi,length=72 7/8"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=25.3,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=55823-SAMPLE,stain=Carbonized,structure=Engineered,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=3.6mm,width=5"",wood=Bamboo"
55823-SAMPLE,1,2,,,,"2/11/17, 10:52 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
55822-SAMPLE,1,2,,,,"11/2/17, 11:53 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
PRZWS,2,2,Provenza Soap Spray | Floorcare | Unique Wood Floors,,,"2/22/17, 3:06 PM","11/16/17, 12:38 PM",,"am_shipping_type=Standard,coverage=N/A,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=32oz,is_recurring=No,popularity_by_sells=1,type=Natural"
PRZTU,2,2,Provenza Touch-Up Oil | Floorcare | Unique Wood Floors,,,"2/22/17, 3:14 PM","3/23/18, 12:00 PM",,"am_shipping_type=Standard,coverage=N/A,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=4.22oz,is_recurring=No,popularity_by_sells=1,type=Natural"
PROSRROKIT,2,1,Provenza Spot Remover & Spot Rejuvenating Kit | Unique Wood Floors,,,"2/22/17, 3:28 PM","6/25/21, 1:28 PM",,"am_shipping_type=Standard,coverage=N/A,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=16oz,is_recurring=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type=Natural"
PRZOMKIT,2,2,Provenza Soap Spray | Floorcare | Unique Wood Floors,,,"2/22/17, 3:33 PM","10/25/17, 1:41 PM",,"am_shipping_type=Standard,coverage=N/A,ebizmarts_mark_visited=No,finish=Oil Finish,is_recurring=No,popularity_by_sells=1,type=Natural"
PRZCCT,2,2,Provenza Wash and Care | Floorcare | Unique Wood Floors,,,"4/5/17, 4:44 PM","12/13/17, 3:47 PM",,"am_shipping_type=Standard,coverage=N/A,creareseo_discontinued_product=PRONATCLN32C,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=4oz,is_recurring=No,popularity_by_sells=1,type=Natural"
EPAF18Rd48,10,1,Acacia Reducer | Unique Wood Floors,,,"5/16/17, 12:14 PM","6/8/22, 2:41 PM",,"am_shipping_type=Solid Wood,dc_box_calculator_allow=0,dimensions=48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Natural,wood=Acacia Confusa"
EPAFTH78-GS,5,2,Acacia Sagebrush Threshold | Unique Wood Floors,,,"5/27/17, 4:21 PM","7/24/20, 5:26 PM",United States,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Sagebrush,wood=Acacia Confusa"
EPCAP78-BZ,5,1,Acacia Bronze Threshold | Unique Wood Floors,,,"5/27/17, 4:24 PM","6/8/22, 2:39 PM",United States,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Bronze,wood=Acacia Confusa"
EPAF18Rd78-GS,5,2,Acacia Sagebrush Reducer | Unique Wood Floors,,,"5/27/17, 4:26 PM","7/27/20, 12:37 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Sagebrush,wood=Acacia Confusa"
EPAF18Rd78-BZ,5,1,Acacia Bronze Reducer | Unique Wood Floors,,,"5/27/17, 4:27 PM","7/24/20, 5:25 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Bronze,wood=Acacia Confusa"
EPAFTM78-GS,5,2,Acacia Sagebrush T-Mold | Unique Wood Floors,,,"5/27/17, 4:30 PM","7/24/20, 5:26 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Sagebrush,wood=Acacia Confusa"
EPAFTM48-BZ,5,1,Acacia Bronze T-Mold | Unique Wood Floors,,,"5/27/17, 4:33 PM","4/9/21, 3:16 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Bronze,wood=Acacia Confusa"
EPAF18STN48-BZ,5,1,Acacia Bronze Stair Nose | Unique Wood Floors,,,"5/27/17, 4:44 PM","6/8/22, 2:43 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=3/4"" x 3-1/8"" x 48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Acacia Bronze,wood=Acacia Confusa"
EP12HS5N,75,2,9 Mile Creek Acacia Hand Scraped | Acacia Confusa Wood Floors,,"Discover the beauty of Acacia Natural Hand Scraped hardwood flooring from Unique Wood Floors
","1/6/17, 2:23 PM","5/11/22, 11:13 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=9 Mile Creek,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12HS5N-SAMPLE,sample_title_type=0,stain=Natural,structure=Engineered HDF,texture=Scraped,thickness=1/2"",waste_percent=7,wear_layer=2mm Sawn Cut,width=5"",wood=Acacia Confusa"
EP12HS5N-SAMPLE,1,2,,,,"1/6/17, 2:41 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=3,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
EP12SM5N,75,1,9 Mile Creek Acacia | Acacia Confusa Wood Floors,,"Discover the beauty of Acacia Natural hardwood flooring from Unique Wood Floors
","1/6/17, 2:48 PM","7/9/22, 4:49 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=9 Mile Creek,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12SM5N-SAMPLE,sample_title_type=0,stain=Natural,structure=Engineered HDF,texture=Smooth,thickness=1/2"",waste_percent=7,wear_layer=2mm Sawn Cut,width=4-3/4"",wood=Acacia Confusa"
EP12SM5N-SAMPLE,1,1,,,,"6/1/17, 4:01 PM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
EP12HS5MG,75,2,9 Mile Creek Acacia Nutmeg Hand Scraped | Acacia Confusa Wood Floors,,"Discover the beauty of Acacia Nutmeg Hand Scraped hardwood flooring from Unique Wood Floors
","1/6/17, 3:04 PM","7/9/20, 4:11 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=9 Mile Creek,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,sample_allowed=Yes,sample_sku=EP12HS5MG-SAMPLE,stain=Nutmeg,structure=Engineered HDF,texture=Scraped,thickness=1/2"",waste_percent=7,wear_layer=2mm Sawn Cut,width=5"",wood=Acacia Confusa"
FETK91680,48,1,Cicerone French Oak Pilsner | Factory Finished Engineered Hardwood With Wire-brush Technology | Elegance Plyquet,,,"6/15/17, 9:46 AM","7/9/22, 4:36 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Cicerone,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK91680-SAMPLE,sample_title_type=0,stain=White Wash, White Lye,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FETK91680-SAMPLE,1,1,,,,"6/15/17, 9:52 AM","12/22/20, 11:13 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
FETK91678,48,2,Cicerone Saison (242 SF) | Unique Wood Floors,,,"6/15/17, 10:02 AM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Cicerone,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK91678-SAMPLE,stain=Fumed, Grey Lye,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FETK91678-SAMPLE,1,2,,,,"6/15/17, 10:04 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
FETK91679,48,1,Cicerone Porter | Unique Wood Floors,,,"6/15/17, 10:07 AM","7/9/22, 4:35 PM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Cicerone,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK91679-SAMPLE,sample_title_type=0,stain=Fumed, White Wash,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FETK91679-SAMPLE,1,1,,,,"6/15/17, 10:08 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,waste_percent=10.00,width=5"""
CCTM,5,1,Cicerone Pilsner T-Mold | Unique Wood Floors,,,"6/21/17, 1:46 PM","7/23/20, 1:00 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Cicerone,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
EPT-M78-WB,5,1,Remains Sand Dune T-Mold | Transition Molding for Wood Flooring | Elegance Plyquet T-Mold,,,"6/21/17, 3:18 PM","7/24/20, 3:51 PM",,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=Acacia Confusa"
CCSTN48,5,1,Cicerone Pilsner Flush Mount Stair Nose | Unique Wood Floors,,,"6/21/17, 4:00 PM","7/23/20, 1:01 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Cicerone,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
