sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
FSEP3481-GR5,70,2,"Modern Collection Graphite Hardwood Flooring | Prefinished Solid Hardwood Floors, Elegance Plyquet Wood Flooring | Unique Wood Floors",,,"9/16/14, 11:19 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Dark,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.38,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1900 psi,length=Random to 5',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.38,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Pometia,sample_allowed=Yes,sample_sku=FSEP3481-GR5-SAMPLE,stain=Graphite,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=5,width=5"",wood=Pometia"
TKAT20130075,40,1,Vintage Noir Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/19/14, 10:19 AM","10/31/22, 11:13 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 6',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT20130075-SAMPLE,sample_title_type=0,stain=Fumed,structure=Engineered Ply,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
FSEP3402-X3N,35,2,Acacia Natural Herringbone Hardwood Flooring | Unique Wood Floors,,"Shop Acacia Natural Herringbone hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","9/19/14, 11:25 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.62,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Uniform 17.72"",manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=22.62,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut, Shittim,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3402-X3N-SAMPLE,stain=Natural,structure=Solid,texture=Smooth,thickness=11/16"",waste_percent=15-20,width=3"",wood=Acacia Confusa"
FSEP3404-HS5CP,70,2,"Acacia (Asian Walnut) Champagne Hand Scraped Hardwood Flooring | Hand Scraped Wood Flooring, Prefinished Solid Hardwood Floors | Unique Wood Floors",,Acacia Champagne Hand Scraped wood flooring contains a balanced blend of dark and light shades of brown. Shop hand scraped hardwood floors online.,"9/26/14, 9:15 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.06,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1750 psi,length=Random to 4',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.06,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Asian Walnut,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3404-HS5CP-SAMPLE,stain=Champagne,structure=Solid,texture=Scraped,thickness=11/16"",waste_percent=10,width=5"",wood=Acacia Magium"
TKAT20011060,40,1,Vintage Ivory Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 10:12 AM","10/31/22, 11:13 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT20011060-SAMPLE,sample_title_type=0,stain=White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20050023,40,1,Vintage Canyon Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 10:30 AM","10/31/22, 11:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT20050023-SAMPLE,sample_title_type=0,stain=Natural,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20050019,40,1,Vintage Costa Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 10:37 AM","8/17/21, 11:38 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT20050019-SAMPLE,sample_title_type=0,stain=Carbonized, White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20011020,40,1,Vintage Ebony Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 11:03 AM","10/31/22, 11:14 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT20011020-SAMPLE,sample_title_type=0,stain=Fumed, White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=7,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT50136,40,1,Vintage Honey Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 11:13 AM","10/31/22, 11:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=2,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT50136-SAMPLE,sample_title_type=0,stain=Light Carbonized,structure=Engineered Ply,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT50135,40,2,Vintage Sea Fog Flooring | Prefinished Engineered Hardwood Floors | TEKA,,,"9/30/14, 11:21 AM","3/16/22, 4:47 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKAT50135-SAMPLE,sample_title_type=0,stain=White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
ACC5000QC100,1,1,Quiet Cure UltraSeal High-performance Acoustical Underlayment | Wood Floor Underlayment,,,"10/1/14, 10:15 AM","3/8/21, 4:20 AM",,"am_shipping_type=Underlayment,coverage=100 square feet,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Floor Muffler,moisture_barrier=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,sound_deadening=IIC 68 / STC 66,thickness=2 mm"
FEMH91612-N5C,45,2,American Collection Walnut Flooring | Prefinished Engineered Hardwood Floors | Elegance Plyquet,,,"1/10/14, 4:12 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=17.25,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1010 psi,length=Random to 5',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=17.25,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Black Walnut,sample_allowed=Yes,sample_sku=FEMH91612-N5C-SAMPLE,stain=Natural,structure=Engineered Ply,texture=Smooth,thickness=9/16"",waste_percent=5,wear_layer=4 mm,width=5"",wood=Walnut"
FSMH3411-N314,45,2,American Collection Hickory Hardwood Flooring | Hickory Wood Floors | Elegance Plyquet Flooring,,Shop American Collection Hickory hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"1/10/14, 3:19 PM","8/20/20, 5:50 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.4,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1820 psi,length=Random to 6',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.4,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Pecan,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FSMH3411-N314-SAMPLE,sample_title_type=0,stain=Natural,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=5,width=3-1/4"",wood=Hickory"
FSEP3402-SS358,70,2,"Acacia (Asian Walnut) Sunset Plank Hardwood Flooring | Prefinished Solid Hardwood Floors, Elegance Plyquet Wood Flooring | Unique Wood Floors",,,"10/3/14, 8:48 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=25.3,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=25.30,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FSEP3402-SS358-SAMPLE,stain=Sunset,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=10,width=3-5/8"",wood=Acacia Confusa"
LAM-ACW,40,2,Acacia Walnut Laminate Flooring | Prefinished Laminate Floors | Hallmark,,,"10/4/14, 3:36 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=16.48,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,length=Random to 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=16.48,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=LAM-ACW-SAMPLE,stain=Walnut,structure=Laminate HDF,texture=Scraped,thickness=12mm,waste_percent=5,width=5"",wood=Laminate"
LAM-ACL,40,2,Acacia Light Laminate Flooring | Prefinished Laminate Floors | Hallmark,,"Acacia Light Laminate flooring mimics the textured, patterned look of real hardwood flooring with the functional perks of laminate flooring. Browse online.","10/4/14, 3:46 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Click Lock,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=16.48,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Random to 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=16.48,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=LAM-ACL-SAMPLE,structure=Laminate HDF,texture=Scraped,thickness=12mm,waste_percent=5,width=5"",wood=Laminate"
CT312M-1,40,1,Centurion Collection Maple Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"10/6/14, 10:20 AM","10/15/22, 1:32 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.93,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450,length=Random 70.07"",manufacturer=Centurion,mico_carton_min=1,mico_carton_unit=20.93,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12C-N35-SAMPLE,sample_title_type=0,stain=Clear Maple,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3mm,width=3-1/2"",wood=Maple"
FETK1212M90,40,2,Centurion Collection Hickory Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"6/10/14, 10:26 AM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.91,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1820,manufacturer=TEKA,mico_carton_min=1,mico_carton_unit=20.91,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK1212M90-SAMPLE,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3mm,width=3-1/2"",wood=Hickory"
FETK3402-N7O,40,2,"Millennium Hickory UV-Oiled Hand Scraped Flooring | Hand Scraped Wood Floors, Prefinished Engineered Hardwood Floors | Unique Wood Floors",,,"10/6/14, 10:34 AM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=17.04,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1820 psi,length=Random to 7',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=17.04,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK3402-N7O-SAMPLE,stain=Natural,structure=Solid-Engineered,texture=Scraped,thickness=3/4"",waste_percent=5.00,wear_layer=5 mm,width=7"",wood=Hickory"
FETK3403-N5OSM,40,2,"Millennium Walnut Oiled Natural Hand Scraped Hardwood Flooring | Walnut Wood Floors, Oiled Walnut Flooring",,"Shop Millennium Walnut Oiled Natural Hand Scraped hardwood walnut flooring from Unique Wood Floors. Easy Online Ordering!
","6/10/14, 10:54 AM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1010 psi,length=Random to 7',manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=FETK3403-N5OSM-SAMPLE,stain=Natural,structure=Solid-Engineered,texture=Smooth,thickness=3/4"",waste_percent=5.00,wear_layer=5 mm,width=5"",wood=Walnut"
FDSSWBS80MCL,50,2,Caramel Bamboo Ply Flooring | Prefinished Bamboo Floors | Dasso,,,"6/10/14, 2:42 PM","7/9/20, 4:12 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Click Lock,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.89,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Floating / Glue Down,is_recurring=No,jankahardness=3014 psi,length=Random to 6',manufacturer=Dasso,mico_carton_min=1,mico_carton_unit=24.89,mico_carton_unit_suff=Square Feet,no_basement_installation=No,sample_allowed=Yes,sample_sku=FDSSWBS80MCL-SAMPLE,stain=Caramel,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=5,width=5"",wood=Bamboo"
ACC5000FM100,1,1,Floor Muffler UltraSeal High-performance Acoustical Underlayment | Wood Floor Underlayment | Unique Wood Floors,,,"10/7/14, 10:01 AM","8/19/21, 11:02 AM",,"am_shipping_type=Solid Wood,coverage=100 square feet,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Floor Muffler,moisture_barrier=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,sound_deadening=IIC 74 / STC 73,thickness=2 mm"
SPLINE,,1,Spline Slip Tongue | Wood Floor Tongue | Unique Wood Floors,,,"7/10/14, 3:50 PM","5/25/18, 2:32 PM",,"am_shipping_type=Moldings,ebizmarts_mark_visited=No,popularity_by_sells=1"
SPLINE1116,0.2,1,,,,"10/7/14, 3:54 PM","9/29/20, 3:19 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=11/16"" x 48"",ebizmarts_mark_visited=No,is_recurring=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
TEKA480051035,20,2,Park Collection Hevea Everglades Flooring | Unique Wood Floors,,,"8/10/14, 12:57 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=13.95,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=930,length=Random to 4',manufacturer=TEKA,mico_carton_min=1,mico_carton_unit=13.95,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_rating=100,popularity_by_reviews=12,sample_allowed=Yes,sample_sku=TEKA480051035-SAMPLE,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7,wear_layer=2mm,width=3-1/2"",wood=Hevea"
TEKA480051040,20,2,Park Collection Hevea Salinas Flooring | Engineered Hardwood Flooring | TEKA,,,"10/8/14, 1:01 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=13.95,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=930,manufacturer=TEKA,mico_carton_min=1,mico_carton_unit=13.95,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,sample_allowed=Yes,sample_sku=TEKA480051040-SAMPLE,stain=Java Cherry,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7,wear_layer=2mm,width=3-1/2"",wood=Hevea"
FEHARO527356,40,2,Haro Strip Prestige Oak Barrique Flooring | Enigeered Hardwood Flooring | Haro,,,"8/10/14, 2:34 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=33.58,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Matte Lacquer,greenproduct=Yes,installation=Glue Down,is_recurring=No,jankahardness=1360,manufacturer=Haro,mico_carton_min=1,mico_carton_unit=33.58,mico_carton_unit_suff=Square Feet,no_basement_installation=No,sample_allowed=Yes,sample_sku=FEHARO527356-SAMPLE,stain=Barrique,structure=Engineered Ply,texture=Wire Brushed,thickness=3/8"",waste_percent=5,wear_layer=4 mm,width=4-3/4"",wood=White Oak"
SPLINE34,1,1,,,,"8/10/14, 2:35 PM","9/29/20, 3:19 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=3/4"" x 48"",ebizmarts_mark_visited=No,is_recurring=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
ACC5004SP,12,1,Vapor Shield Paper Underlayment | Wood Floor Underlayment | Unique Wood Floors,,,"8/10/14, 3:36 PM","7/1/21, 11:50 AM",,"am_shipping_type=Underlayment,coverage=400 Square Feet,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,is_recurring=No,manufacturer=All Global,moisture_barrier=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,sound_deadening=No,thickness=.5 mm"
 ACCWOCA1SN,,2,Woca Soap Natural | Floor Care | Unique Wood Floors,,,"10/8/14, 3:46 PM","8/21/18, 3:33 PM",,"am_shipping_type=Standard,coverage=3400-4300 sf/L,ebizmarts_mark_visited=No,finish=Oil Finish,popularity_by_sells=1,type=Natural"
ACCWOCA511010A,3,2,Woca Soap Natural | Floor Care | Unique Wood Floors,,,"10/8/14, 3:48 PM","8/21/18, 3:34 PM",,"am_shipping_type=Standard,coverage=3400-4300 sf/L,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=1 Liter,is_recurring=No,popularity_by_sells=1,type=Natural"
ACCWOCA511025A,7.5,2,Woca Soap Natural | Floor Care | Unique Wood Floors,,,"8/10/14, 3:49 PM","8/21/18, 3:34 PM",,"am_shipping_type=Standard,coverage=3400-4300 sf/L,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,floorcare_size=2.5 Liter,is_recurring=No,popularity_by_sells=1,type=Natural"
ACCWOCAWS,,2,Woca Soap White | Floor Care | Unique Wood Floors,,,"8/10/14, 3:58 PM","8/29/18, 2:55 PM",,"am_shipping_type=Standard,coverage=3400-4300 sf/L,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,finish=Oil Finish,popularity_by_sells=1,type=White"
ACCWOCA511110A,3,2,Woca Soap White | Floor Care | Unique Wood Floors,,,"10/8/14, 4:02 PM","9/1/18, 1:40 PM",,"am_shipping_type=Standard,creareseo_discontinued=301 Redirect to Category,ebizmarts_mark_visited=No,floorcare_size=1 Liter,is_recurring=No,popularity_by_sells=1,type=White"
ACCWOCA511125A,7.5,2,Woca Soap White | Floor Care | Unique Wood Floors,,,"8/10/14, 4:03 PM","8/17/18, 10:12 AM",,"am_shipping_type=Standard,ebizmarts_mark_visited=No,floorcare_size=2.5 Liter,is_recurring=No,popularity_by_sells=1,type=White"
 ACCWOCA510901A,2,2,Woca Soap Spray White | Floorcare | Unique Wood Floors,,,"8/10/14, 4:26 PM","8/29/18, 12:31 PM",,"am_shipping_type=Standard,creareseo_discontinued_product=ACCWOSP,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=750ml,is_recurring=No,popularity_by_sells=1,type=White"
 ACCWOCA510900A,2,2,Woca Soap Spray Natural | Floorcare | Unique Wood Floors,,,"10/8/14, 4:27 PM","8/2/18, 4:31 PM",,"am_shipping_type=Standard,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=750ml,is_recurring=No,popularity_by_sells=1,type=Natural"
 ACCWOCA527802A,1,2,Woca Maintenance Gel Natural | Floorcare | Unique Wood Floors,,,"10/8/14, 4:36 PM","7/27/18, 10:17 AM",Denmark,"am_shipping_type=Standard,coverage=200 ml (Coverage 100 square feet),ebizmarts_mark_visited=No,finish=Oil Finish,is_recurring=No,popularity_by_sells=2,type=Natural"
